,count,hate_speech,offensive,neither,class,comments
560,1,0,1,0,2,"A dai rika jin tsoron Allah, wlh ba haka tace ba."
561,0,0,0,0,2,Baka da hujja mlm
562,0,0,0,0,2,Bakiga yadda Rayuwa tadawo da Munira Abdussalam ba koh ðŸ§ðŸ˜ Toh Wallahi kiyiwa kanki kiyamul laili kishafawa kanki ruwan sanyi ðŸ˜’ðŸ˜ 
563,3,1,1,1,2,"Bama Rugan fulani kadai sukeso su tasa ba, kauyuka sama da Ashirin 20 suke yunkurin tashinsu a muhallin su don zalunci kiri kiri"
564,0,0,0,0,2,"Bamaiyi An'iko Dabai Lalle hakika ba wata Kabila ( wadda kake tunani Kuma kake jin haushi da Addinin su daya da Fulani) wadda take jim Dadi ko goyon bayan abun da wasu daga cikin gurba taccin Fulani suke aikatawa, hasalima wadanada kake tinanin suna goyon bayansu fulanin sune suka fi cutawa da. Ayyukansu na ta 'addanci. Amma sbda kiytayya da Jin haushi, a duk lkacin da ka samu dama Sai kayi jirwaye Mai Kama da wanka. To ka sani ban tsammani akwai mutun Mai hankali da yake goyon baya ko yake Jim Dadi abunda yake faruwa a arewa da Kuma rashin Zama lafiya dayake so yazama ruwa jallo a najeriya. Tabbas muna da Banbanci Addini da Kuma Al'ada Amma na fahinci take_ taken ka, to kasani Baku iya ba cen baya gobema bazaku iya ba. Kuma har abada Kare Sai dai ya mutu da haushin kura. Daga karshe ka sani lalle wadancen Yan uwanku ne saboda kunyi tarayyya a Addini daya kana da Daman goyon bayansu ko kafadi duk wani abu da zaka fada. Anan Arewa tabbas zuwa yanzu muna zamne lafiya musulmin mu da kirostocinmu da manyan kabilunmu da kanana. Wani sabon Abu na son kunno Kai a Yan shekarun nan a Addinance, da Kuma kabilance."
565,0,0,0,0,2,Ban yaddaba. Wai meyasa mubama baxama ne
566,0,0,0,0,2,banda parpagandadai to awannegari kawai saikucewai ankaihari masallaci wanne garine bb masallaci himmm allah yakyauta
567,0,0,0,0,2,Banga laifin shi baðŸ‘ŒAllah ya bada zaman lafiya Mai dorewa
568,3,1,1,1,1,"Kai mazugal, yadda Labarin ya ke shi ne : wata Budurwa ta yaudari saurayin ta bayan ya ba yadda kyautar Qodar sa guda daya ga mahaifiyar budurwar, da fatan za ku daina Karya, domin wannan bai dace ba."
569,0,0,0,0,2,Bantaba sanin zafin mutuwa ba saida Mai adashenmu tamutu ðŸ˜­ Yanzu haka muna gidansu sai suma muke sbd tausayi
570,3,1,1,1,1,Banza bata Kai zomo kasuwa akwai dalili.
571,3,1,1,1,1,Banza takori wofi
572,3,1,1,1,0,Banzane ganduje Katsina Sai masar
573,3,1,1,1,1,Barayi ne
574,3,1,1,1,1,Barayi ne wallahi
575,3,1,1,1,1,"Barayine shiyasa,akarusasu"
576,1,0,1,0,2,Barri in gayama gaskiyan alamarin fulanin daji bassu da amana
577,1,0,1,0,2,"Basu kwarewa 'yan uwansu baya, ko da su basu yi wani mai yi zai iya shiga kurarsu ya cuci mutane, shi ya sa yanzu kowa baya yarda da su."
578,3,1,1,1,1,Tabbi jam waiwai wanan shanu mutane ne kenan
579,3,1,1,1,1,Kardai tayi keutada dukiyarda bata mallakeshiba
580,3,1,1,1,1,"Basuda amfani dan tsohuwar su,su gari nawa suka rushe."
581,0,0,0,0,2,Basuyi lefiba iddai suna goyawa Yan ta'adda baya ko shekara dubu sukai agurin arushesu domin basu da amfani
582,0,0,0,0,2,Bata da wnn labarin ko
583,3,1,1,1,1,Bawai nan kawai yakamata arusaba munafukin bafulatanin dake bilah arusashi
584,0,0,0,0,2,Bawani. ta kama kanta tabi dokokin Allah wllh setaga abun mamaki
585,0,0,0,0,2,bawani rashin hakuri haka shine dai dai
586,0,0,0,0,2,Bawani zalunci ne na sojoji basu yin bincike
587,0,0,0,0,2,Baya kaman anmata filasta.
588,0,0,0,0,2,Bekamataba gaskiya
589,0,0,0,0,2,Bello Ma'aji Nima ina bukatar nasan wannan tarihin plzzz saboda nakan yi tinani nace meysa su zuri'ar Sarki Suleiman aka shafesu ne a tatihin Masarautar kano
590,0,0,0,0,2,"Bible ya ce mana; ""Ba kowa ne nmai ce mani Ubangiji Ubangiji ba ne zai shiga mulki na,"" gaskiya tsakani da Allah ba wai wani ya na kiran kansa Fasto bane ya zamana lallai ne shi Fasto ne, haka ma da sauran addinai da ma kuma yan tsiyasa, wannan ba a cikin litrafi mai starki ya dau wannan halin ba. Bible ya koya mana da mu zaman masu godiya a kulayomi mu kuma zama masu kaunan juna, abin da ya yi bai yi dai dai ba gaskiya"
591,0,0,0,0,2,Billahilazi shima Ganduje yasan na girmeshi.
592,0,0,0,0,2,Bincike ne zainuna gaskiyar mgn
593,0,0,0,0,2,Biriyayi Kama da mutum
594,0,0,0,0,2,Cab Allah shiyasan manufar jaki da baiyishi da kahoba(lauya yataro ruwan dafa kanshi)
595,3,1,1,1,0,Ceb bantaba ganin mace da gemuba wallahi ðŸ™„ðŸ˜Œ
596,0,0,0,0,2,"Cewa za tayi ba ruwanta da duk wani da namiji a duniya. Amma ba taki aure ba kuma tana hulda da maza ba a waje, indai har tace ba dole ne tayi aure ba to kuma lalle ne kada ko kusa tayi hulda da duk wani namiji. In har ta kiyaye haka, to tayi ta rayuwarta har mutuwarta ba ruwan kowa da ita"
597,0,0,0,0,2,Chan sugane wani ke jama wani
598,0,0,0,0,2,"Chappp zaisha ruwan ðŸŒ¨ï¸ðŸŒ§ï¸â›ˆï¸ agurin yan bakar kasa maza da mata Allah ya tsaresa da nasu bakin karnuka ðŸ• ðŸ• bakinda baya fadan alkairi saide sharri. Addinfa bai hana ka auri mache da kudintaba kuma da ka auri yarinya tanabaka wahala gwara ka auri babba tanabaka kulawa yafima kwanchiyar hankali wlh, Shifa harkan aure babu maganan girma ko yarinta abunda kaga yafi kwantamaka araine zaka aura."
599,0,0,0,0,2,Chazakui sojojin Nigeria sun kara jawowa. Mazauna cikin gari bala I da masifa. Allah yabi musu hakkinsu ðŸ˜©ðŸ˜©ðŸ˜©
600,3,1,1,1,1,"Cuta kawai ðŸ™„ ba komai bari yaran su girma suma zasuci uwarku, har zaman sulhu sai kunyi dasu idan hukuma bata dau wani mataki akan irin wannan zalunci ba, âœï¸Allah ya sawwaka"
601,0,0,0,0,2,D kyau nima haka zan dauko FatimaðŸš´ðŸ˜€
602,3,1,1,1,0,"Da ace wata kabila ke zuluntar Yan arewa yadda Fulani keyi, da yanzu Najeriya ta dau zafi. Misalai ace kabilar Igbo ko yarbawa me aikata wadannan ta'addanci da yanzu arewa ta dauki matakai masu zafi akansu. Wasu kayukanmu suna da sama da shekaru 300 Amma Fulani sun tada su"
603,1,0,1,0,2,Da bakuda masu kareku daba ku kissa yan Nigeria yedda kukeyi
604,0,0,0,0,2,Da haka zamfarama ta fara.wlhh.yakamata gwamnati.tayiwa dukkanin wani Dan Qasa adalci
605,0,0,0,0,2,Da kyau ðŸ’ª Allah ya Kara lafiya da Nisan kwana
606,3,1,1,1,0,Da kyau dama sun kashe su ma sai yafi dai dai domin Fulani fa 'yan ta Adda ne
607,3,1,1,1,1,DA rushe masu gida yakai wata 7 da suka gabata babu wani dalili aikin soja ne yazama cuta
608,0,0,0,0,2,"Da wayo ya dauke amaryarsa, cikin salama"
609,0,0,0,0,2,Dadai kenab haka akesu jagora kenan
610,3,1,1,1,1,Dadinta dai duk Wanda yayiwa wani sharri a kan abunda bashida guarantee akansa toya shirya amsa batu a gaban ubangijin kowa da komai
611,0,0,0,0,2,Daga can beran Dinka yazo kenan
612,3,1,1,1,1,"Daga jamian tsaro sun fara kokarin gyara, sai a fara,, maganganu na raina hankali, Allah ka taimaki jamian tsaron mu akan mugayen yan taadda"
613,0,0,0,0,2,Daga ji wannan Æ³ar gwagwarmaya ce.
614,0,0,0,0,2,Daga nan sai su koma kidnapping ko
615,0,0,0,0,2,"Daga ranar dakace zaka Kara aure, toh daga ranan za,a Fara jinku"
616,0,0,0,0,2,Daganin wannan guy din bakano ne nasan sai dai su
617,3,1,1,1,1,Dai dai kenan ubanshi zaici yajira saura ukubar Allah dan ubansa
618,1,0,1,0,2,daidai Don sune matsar kasarnan
619,0,0,0,0,2,"Daidai kenan,da ace haka ra'a rikayiwa duk wata kabilar da bata son zaman lafiya a Nigeria,to da watakila za'a sami zaman lafiya mai dorewa."
620,0,0,0,0,2,Daji akace sushiga suyi yaki da yan bindiga ba daukan alhakin mutane ba
621,0,0,0,0,2,Daka karÉ“a. Kyauta da sadaka. Basayin kaÉ—an basayin yawa. Idan Allah yasamata Albarka saita zama silar arxiÆ™inka. Da kana zuwa islamiyya da kasan haka ðŸ˜’
622,1,0,1,0,2,Dakun saurari binciken da BBC tayi cewar Fulani ne yan kama guri zauna. Amma ainihin filin mallakar hukumar sojojine na Jaji military cantonment.So tashinsu babu wata doka da aka karya.
623,3,1,1,1,0,"""Magidanci ya cinnawa gidansa wuta bayan matarsa taki yadda su yi kwanciyar aure"" wnn shi kanun labarin ba tare da Æ™ara masa armashi ba ðŸ‘Œ"
624,3,1,1,1,1,Subhanilillahi wasu mutane jahilci ba kwararsu dakuma rashin imani wllh shima kenshi kawai shima a koneshi
625,0,0,0,0,2,"Dakyau ðŸ‘ŒðŸ‘Œ inatayashi murna ðŸ¤—ðŸ¤— damanshi ilimi ba,adena nemanshi har zuwa mutuwa"
626,0,0,0,0,2,"Dakyau baruwansa da,yan tsurku"
627,3,1,1,1,0,ðŸ™„ðŸ™„ Allah yasa shima aimasa kisan gilla kamar yadda Allah yace ameen
628,0,0,0,0,2,Dalha Lawal Da hausawaba
629,0,0,0,0,2,Dalilin shine alokacin sarkin kano Ibrahim dabo ya yaki manyan garuruwa har guda biyar wadanda dukanninsu sarakuna wadanda suka hada da. 1 sarkin rano na wancen lokacin. 2 sarkin Dambatta na wancen lokacin. 3 sarkin karaye na wancen lokacin. 4 Sarkin Dutse na wancen lokacin. 5 sarkin Gaya na wancen lokacin. Duk suka dawo karkashinshi ahalin yanzu kuma. Dutse tanada Sarkin ta a jihar jigawa. Rano tanada sarkin ta a jihar kano. Karaye tanada sarkin ta a jihar kano. Gaya tanada sarkin ta jihar kano. Dambatta Kuma shiru babu labarin sarautarta
630,0,0,0,0,2,Dama andade ancinzarafin fulani kamin waye
631,0,0,0,0,2,Dama da harkokin wasanni suke rudar matasan mu gashi muma ta harkar wasannin za'a jawo ra'ayin wasu daga cikin su Alhamdulillah Allah y saka wa kasar Qatar da alkhairi
632,3,1,1,1,0,dama fulani bakine shigowa kasarnan sukayi gwanda aka rushe gidanjen matsiyatan banxa kawai ya'yan haram.
633,0,0,0,0,2,"Dama haka hukuncin su yake a wajen Allah, a Dora su akan tsauni Mai Nisa a jefe su kasa. Allah ya tsare mu da tsarewar sa."
634,3,1,1,1,1,Dama hukuncin su kenan a jefo yan wofi daga sama Kuma sun wa kan su abinda ya dace Allah qara rage mana mugun iri
635,0,0,0,0,2,Dama hukuncin su kenan ko a gurin Allah.
636,0,0,0,0,2,Dama hukuncinsu kenan a muslinci
637,3,1,1,1,0,"dama irinsu ney Jami,an tsaron da sukey hatdasa fitinar jahar zamfara Basu aeki da ilimi"
638,0,0,0,0,2,Dama kana so ajikune?
639,0,0,0,0,2,Dama komai ba awasa wajen nemansa sai andage allah yasa mudace ameen
640,0,0,0,0,2,Dama kuke tsoka nosu daga baya suyi kan mai uwa
641,0,0,0,0,2,Dama sarkin kano Dabo ba bafulatani bane??
642,3,1,1,1,1,Dama sojoji suke jama mutane wahala
643,2,1,0,1,1,Dama wasu malaman sunce ajefosu daga waje Mai tudun gaske .wannan aikin banza Allah yakaremu daga fada cikinsa
644,0,0,0,0,2,Dama xama gida xaifi rabi agurinku mana tun da wancen xaixo yajaki nan wannanma haka amma karku manta duk inda mace takai shekara goma taxama abun tausayi gashi kubaku damu da koyan sana.aba babu wani karatu mexurfi cima xaune tace tafisan xaman gida tabb ayi mugani idan tusa xata hura wuta
645,0,0,0,0,2,dama.anche.dai.dai.ruwa.dai.dai.tsaki.kudin motochi.daza.abawa.kawayen.amarya.kaga.sai.asayi.kazar.amarchi
646,1,0,1,0,2,Damache suka samu daga sakachin hukuma
647,3,1,1,1,0,daman amishi alkawari za a zabi shi kodan an baku cin hanci
648,0,0,0,0,2,Daman talauci take famadashi a kasar su
649,3,1,1,1,0,Daman zalunci ne babban aikin sojojin nigeria
650,0,0,0,0,2,Dan Allah a guji taba addini wasu kamar yadda bama so a taba namu Alfarma Annabi Muhammad Sallallahu alaihi Wasallama
651,0,0,0,0,2,Dan Allah kada laifin wasu ya fara shafa wasu a kowacce kabila akwai nagari akwai lalatacce
652,0,0,0,0,2,Dan ALLAH ku rinka rubutun d hausa mana
653,0,0,0,0,2,Dan Allah tambaya nake sullubawa daban ne Fulani daban
654,0,0,0,0,2,Dan Allah tanbayan danake yanzu duk wannan gidaje sunanan da zuriyasu kanawa sai najiku
655,0,0,0,0,2,Dan Allah ya za'ace yara su shiga Media kai tsaye suna bacin shugaba afili kuma ace wai idan aka hukuntasu shine anyi rashin hakuri. Gaskiya dattijo kayi hakuri Amman dai wannan ra'ayinnaka baiyiba
656,3,1,1,1,1,Dan banza _ ko uwarsa zai gani idan suncire
657,0,0,0,0,2,Dan darajan Muhammadan Rasulullahi sallallahu alaihi wasallam ðŸ’—ðŸ’–ðŸ’“ðŸ’žðŸ’ Kumin like
658,0,0,0,0,2,"Dan gyara kadan@labarun hausa, Ibrahim Dabo shima yana daga sarakunan fulani, ba gidansa daban da na sarakunan fulani ba; Dan haka gida 4 ne. Bagauda. Rumfa. Kutumbi. Fulani"
659,3,1,1,1,1,Dan rainin hankali ne wallh
660,0,0,0,0,2,Dana kuka mejama uwate jifa
661,0,0,0,0,2,"Dansiyasane ba malamin addinin muslinciba,"
662,0,0,0,0,2,Danyen hukunci baya magani
663,0,0,0,0,2,darajar 'ya mace gidan mijinta darajar DA namiji seda mata
664,0,0,0,0,2,dasu da gandujen jirgi daya ya kwasosu
665,0,0,0,0,2,Dauda Abdullahi Hausawan ma suna kashe su kisa me muni wllhy Su kwashe masu shanu da kaya Bro's kawai Allah ya kawo mana zaman lfy da hadin kai tsakaninmu shine kawai
666,0,0,0,0,2,Dawalakin goro'amiya!
667,0,0,0,0,2,Dik aure aurene bassada babakinciki Allah yataimaka yabasuzaman lafiya sauramu muga irinnamu yanssanda Kai Dan Adan baa iyamai
668,0,0,0,0,2,"Dole ne Al'ummomin fulani manyan su,su tashi tsaye domin samo mafita a cikin wannan yanayi da suke ciki,Fulani mu samman na daji suna cikin wannan harka ta banditry sune gaba-gaba cikin wannan ta'addanci,amma gonati tayi a hankali kada siyasa tasa su kara jefa wasu wadanda basa cikin harka shiga saboda rasa madafa,Idan sun shiga gari sai ana kyamarsu saboda yan uwansu yan ta'adda,sun zanna daji yan sakarai da jami'ai sun bisu sun kone masu muhalli sun koshe dukiyoyin su. Bamu sani kai tsaye wata kila suna cikin masu barna ko kuma suna taimakawa masu barna,idan an dauki mataki abune mai kyau akan su,amma fa idan akaci zalin wanda bashi hakki to akwai yiwu shima ya fada cikin wannan ta'addanci saboda bashi tudun dafawaa,ga kuma Jahilci da yayi masu kaka gida,basu san ilimin addini ba barantana na boko.Allah kawo mana karshen wannan mugun yanayi na tsaro da muke ciki,Allah tona asirin basu fitinar."
669,0,0,0,0,2,Dole ta'addaci yakaru wallahi saboda yin hakan yake sawa su dauki makamai suna kashe mutane.
670,0,0,0,0,2,Dole zama lfy yagagari Nigeria bai kamata ba wlh kaga yanazu wadann zasukoma ta.addanci ne
671,0,0,0,0,2,"Don Allah ba na yara nakeyi maganar ba, alkibla nawa kan Rara kahutu nike, sai kwatsan sai gani ansake masa fasali. Akan lakwasa kifi ne tun tana Danya"
672,3,1,1,1,1,Don Allah kotu ta yadda a yi Videon bulalar a yaÉ—a don ya zamarwa Æ´an iska irinsu izna a Duniya
673,0,0,0,0,2,Don Allah tambayata anan itace:  Minene alakar dake. Tsakanin sarkin Kano Mal. Sulaimanu da Mal. Ibrahim dabo? Domin naga Ko Gidan sarautar kano a halin yanzu ana alakantashi ne da Gidan dabo. Alhali Mal. Sulaimanu ya karbo tutar jihadi daga Dan fodio zuwa Kano kuma shine sarki na farko a jerin sarakunan fulani. Nagode
674,0,0,0,0,2,"Don Allah, ka gaya musu su daina garku da kashe mutane. Please. Ka bar sojoji suyi aikinsu Don Allah."
675,0,0,0,0,2,Don girman da daraja da ANNABI S.A.W yake a gurin ku ku Shiga profile Dina komin like na posting na karshe da nayi nagode
676,0,0,0,0,2,Duk abinda lauyannan yafaÉ—a gaskiyane
677,3,1,1,1,1,Abin kunya wai bahaushe ne yake cewa shanu wai shanaye. Yarenka ma ka kasa fada daidai ballantana wani harshen.
678,3,1,1,1,0,Duk Bafulatani mugu nehhh Allah ya isa stsakanin mu da ku
679,0,0,0,0,2,Duk cikin neman lafiyar alâ€™umna ne
680,0,0,0,0,2,Duk Gidajennan da aka zana akwai zuriyarsu a Kano
681,3,1,1,1,0,"Waya kaika auren mace mai Ya'ya, gashi nan ta jefa ka a masifa, kaidin mata yana da yawa, Allah ya karemu."
682,3,1,1,1,0,Duk inda dan ta adda yake a hanyar kaduna zuwa abuja wannan fulanin masu kiwo sun san duk wani dan ta adda domin anyi kidinafin din dan uwana an biya kudi sun sakesu a cikin daji sun bace sun kasa gane hanya sukaga wani bafulatani a cikin daji yana kiwon shanu suka tambaye shi hanya sai da ya kira yan kidinafin a waya ya tambaye sukace su suka sake su sannan ya nuna musu hanya Allah ya kyauta ameen
683,3,1,1,1,1,Duk inda ma6arnatan suke ai sunsani kawaidai harkarce munafurcine kawai acikinta
684,3,1,1,1,1,Duk mai magnar inazasu zaunawa to yabasu gidan ubanai
685,0,0,0,0,2,"Duk paston kirki bazai raina sadaka ba, saboda anyine dan Allah bawai danshi yaganiba. Fatan mai sadaka shine ubangiji ya karbi sadakansa"
686,0,0,0,0,2,DUK SUNE ACIKI YAYK KYAU
687,3,1,1,1,1,Duk Wanda kaga yana kare assadu da mahdi bai San doka ba Nigeria baÄ·asan mahaukata bane mutum yamaida Mumbarin waazi gurin hada fitina
688,3,1,1,1,2,Duk wanda kaji yana cewa wai bai kamata malamai su rika sa baki a siyasa ba to mumafikine domin abaya dasuke tallata nasu ai basuce hakaba kuma meye laifinsu ko su ba yankasa bane ko a kwai wata aya a kur'ani ko hadisi datahana malamai sa baki acikin lamarin kasa da siyasa ne in akwai dan Allah muna bukatar Sani
689,3,1,1,1,0,Duk wanda yazageni dashinake ba arrabi ba boko karike Ak47 kace aimaka uzuri toh anki
690,3,1,1,1,0,Duk wani fulanin da bazai dawo cikin al'umma ba a cinnawa gidansa wuta su suke ba yan ta'adda mafaka. Me yasa basa sace fulani yan uwansu sai mutanen Æ™auyuka?
691,3,1,1,1,1,Allah Ya kara mana yawan. Amma chan wai waye nake hagowa ne da bakin gilashi kamar maka..........
692,0,0,0,0,2,Dukkan godiya tabbata ga sarki Allah dakayimu musulmai duk wata ni imah kagama yimuna alhamdulillah
693,3,1,1,1,1,Durin uwarka
694,3,1,1,1,1,"Eh Ai dole kice haka mana tunda ke ba haifarki akayiba daga sama Kika fado, kiyita zama haka kada kiyi aure Allah ya kyautaðŸ¤”ðŸ‘Œ."
695,0,0,0,0,2,Eh nan gaba kadan in Allah ya bamu dama mu Kuma xamu kafa wani saban tarihin inda xamu kasa xuwa goma Allah ya bamu iko
696,0,0,0,0,2,Eh sannan Allah bayason maraina kadan
697,3,1,1,1,1,Eh Wanna Kam Babu Adalci Acikin Wanna Abu Dalili Shine Kawai Don Ace Fulani Sune Yan Kidnapped da Yan Bindiga Dadin Wanna Bawai Yana Nufi Kowani Fulani ne. Dan Bindiga Ba Akowani Yare Ko Kuma Addini Akwai Mutane Kirki Kwai Mutumi ne Banza Acikin Su. Don Haka Muna Kiraga Hukumar Sojan Najeriya Tadubi Girman Allah Tabiya Wanna Bayi Allah nan Diya Asadar da Aka Musu ðŸ’ðŸ’ðŸ’ðŸ’ðŸ’ðŸ’ Indai Mudu Tayi Bincike Tagano Fulani Suke da Gaskiya
698,3,1,1,1,1,Amma wanan wawane wlh rashin hukuncinda yadace shiyasa mutane sukeyin ganganci Allah ya karemu
699,3,1,1,1,0,Esma'el Es Marayer eh may be kaima kana daya daga cikin yan ta addan tunda kasan duk fulani yan ta addane don idan ba wanda yake cikiba yaza ayi kasan hakan
700,0,0,0,0,2,Esma'el Es Marayer Fulani de sunanan in daya yamutuma 10 zasu haifu.amma yan taadda kam Allah yrusasu
701,3,1,1,1,0,Esma'el Es Marayer jahilin kauye
702,0,0,0,0,2,"Fareeda Ahmed a,a wlh duk wani bafulatani saiyaji zafi maiyasa duk fulani yan ta addane kenan muma sune kokuma iyayanmu ko kakanninmu"
703,0,0,0,0,2,Fareeda Ahmed Allah ya miki albarka ba addadi
704,0,0,0,0,2,"Fareeda Ahmed Fulani ko na Daji ne wlh yana da ilimi kinji kowace aluma akwai Wanda basuyi karatu ba, idan kinje kasashe kudu zaki SAMU wasu basu iya turanci yaren su kwai suke ji fareeda"
705,0,0,0,0,2,Fareeda Ahmed Kinsheda Fulani kekashin mutane har ga Allah kina da dalili
706,0,0,0,0,2,Fareeda AhmedWaike A hausawan ma ba haushiyar Ina ce ke Kinxo kina ma mutane haushi
707,0,0,0,0,2,"FARIN JAKADA (SAW). A filin Al-Qiyamah kowa ta kansa yake, amma Annabin Rahama (SAW) cewa yake ""'Ummati Ummati"". Don haka me zai hanamu sadaukar da rayuwarmu wajen kare kima da martaba da darajarsa? Tabbas rayukan mu sun zama fansa a gareshi (SAW). Yaa Allah Ka sanya mu cikin ceton Annabi Muhammad (SAW)"
708,3,1,1,1,1,"Faruk Shehu Malami ai ba ace dukan fulani ba amma mafi yawancinsu akace, more especialay masu kiyo adaji"
709,3,1,1,1,0,Faruk Shehu Malami Amma ba irin Fulani ba kam
710,0,0,0,0,2,Faruk Shehu Malami amma Kai kabilar fulanine ko?ðŸ˜†ðŸ˜
711,3,1,1,1,0,Faruk Shehu Malami kaso chasa'in cikin dari na axxaluman maha'intan kasrnan fulanine
712,0,0,0,0,2,Faruk Shehu Malami Kudai na son zuciya
713,0,0,0,0,2,"Faruk Shehu Malami munfa yadda da haka,,, amma munan kabilar fulani ce tafi yawa daga cikin kabilun"
714,3,1,1,1,1,Faruk Shehu Malami na fahimci kai sonraine kawai kake bakada bukata da gaskiya
715,1,0,1,0,2,"Faruk Shehu Malami sai dai fa kuyi hankuri yan uwanmu suna ta'adanci, koni da inda aka fito kariyarsu nake amma gaskiya gudace.... Kamata yayi kuzo muyi wata kungiya ta wayarda kan filani na sudaina wanan sana,a domin sunajama wasu fulanin da basuji basu gani ba, kuma suna 6ata dangantaka da kyakywawar alaqa dake tsakanin hausawa da fulani"
716,1,0,1,0,2,Faruk Shehu Malami to mudai nan arewa fulanine ke kashin hausawanmu
717,3,1,1,1,0,"Faruk Shehu Malami to mudai su muke gani, duk aka kamasu zakaga fulanini, kuma tun fil azal kowa yasan fulani suna ta 'adanci kamar irin gungume da adunna suna karban kuddi a hanya, yanzu kuma sun shahara harda ak47. Wa yanda suka koyamusu kudake kariyarsu ku kukasansu, kuma sabida ansan aikinsune shiyasa aka karamasu karfin gwuiwa akai... Allah yayi mana tsari da sherin su."
718,0,0,0,0,2,"Fatan alkairi gareki,Allah ya baki miji na gari"
719,3,1,1,1,1,Babban matsalana shine idan mutane sunzo sungane abinsu Ba'abasu. Ja yafado ja yadauka
720,3,1,1,1,1,"Fatima Ali wannan zancen naki son zuciyace, donni bance Sojoji sunyi laifiba kuma bance basuyiba. Kawai Allah namikawa Addu'a yayi hukunci. Kinfi Allah iya hukunci koh sanin gaskiyar lamarinnd dakike Shiga tsakanina da mahaliccina?"
721,3,1,1,1,0,Sawra bidiyon yadda aka samu cikin ko malalata kawai
722,0,0,0,0,2,Fulane dai baki ne a kasar Hausa wannan maganar ai sananniyace kuma idan adalci za'a ayi ya kamata a danga juya mulkin ana bawa asalin yan kasa suna su dana
723,3,1,1,1,1,"Inbazakuyi mata adu,a ba kuyi shiru wllh kowa yasamu yanaso yan bakin ciki kawai fadi alheri kokayi shiru mehaka"
724,0,0,0,0,2,Fulani da bambanci kuwa
725,3,1,1,1,0,Fulani kam yanxu mucire son rai wlh 50% sun zama annoba a kasar nan
726,3,1,1,1,0,"Fulani matsiyatane ina maraba da duk abin daxai bakanta musu""wulakantattun kawai."
727,0,0,0,0,2,Fulani sai kace ba mutane bane su Ake tozarta so wllhy Allah sai ya bi masu hakkin su. Wllhy
728,3,1,1,1,0,Fulani sun zama abin tsoro a kasar na saboda taadanci
729,3,1,1,1,0,"Fulani sune matsalar kasan nan. Da an taba su, sai guguwa ta tashi don suna da Miyeti Allah Association, Amma asalin bahaushe bashi da kungiya kulum Fulani karkashe Hausawa suke Amma ba a magana. Da kashe rayukan Hausawa da rushed gidajen Fulani wanne ya fi Muni?"
730,3,1,1,1,2,"Slm nimadai shawarata itace fulanisudaina ma,amula dawadannan ,yan ta adda kamata yaisudiga bawa ma,aikata yanyoyin dakumesu"
731,2,0,1,1,0,"Fulani sune matsalar kasan nan. Da an taba su, sai guguwa ta tashi don suna da Miyeti Allah Association, Amma asalin bahaushe bashi da kungiya kulum Fulani karkashe Hausawa suke Amma ba a magana. Da kashe rayukan Hausawa da rushed gidajen Fulani wanne ya fi Muni?"
732,3,1,1,1,0,"Fulani Yan,ta, Adda"
733,0,0,0,0,2,Fuskantama na mzane
734,1,0,1,0,2,"Kai innalillahi wa'inna ilaihir rajiun. Wannan Abu baimin Dadi ba wlh,da yayi hakuri gaskiya,mutane na murna sun samu mafita a wannan rayuwa da ake ciki Mai wahalar gaskeðŸ˜¥"
735,0,0,0,0,2,Ga Allah muka zu gareshi zamu koma.
736,3,1,1,1,1,Ga jahila. Ki rinka aski mana Abu Mai sauki
737,0,0,0,0,2,"Ga laifin yin luwadi ga Kuma laifin kisan kai, a haka zasu hadu da Allah ranan gobe kiyama. Ya Allah kasa muyi kyakkyawan karshe."
738,0,0,0,0,2,Ga shawara ga Fulani duk bahillacen da ya rasa wurin zama ina bashi shawara yayi daura
739,0,0,0,0,2,Ga wayanda sukaja can ba aimusuba sai ni ni mene hadina dasu
740,0,0,0,0,2,Gabari Abba a taÉ“a mana alli
741,0,0,0,0,2,Gabari Abba naga kamar takai tancen tarihi ne
742,0,0,0,0,2,Ganduje ne daicika na 50
743,0,0,0,0,2,gane masoyi na hakikani yafi wahala a rayuwa
744,3,1,1,1,1,Garahaka dama Fulani Yan ta ada ne Yan isika Yan gaton uwa
745,0,0,0,0,2,Garati Sabi Da Bamu Da Kudi. Yakamata Kuduba Yan mata
746,0,0,0,0,2,Gas kiya ba a musu a dalciba Allah y saka musu
747,0,0,0,0,2,"Gaskia ne kinada point, Amma dai in za'a guji Aron hannu dankuma fire service... Shikenan Sai aita Shan tsamiya a Kuma hada da hakuri..."
748,0,0,0,0,2,Gaskiya bai kamata malamai su maida wurin wa'azi dandalin kamfe ba.
749,3,1,1,1,1,"Wannan Media makaryata ne, sun sha posting karya, daga yau nayi blocking dinku, makaryatan banza"
750,3,1,1,1,1,gaskiya baku kyautaba
751,0,0,0,0,2,Gaskiya banga laifinta ba yanzu aka fara zamani ne Allah ya kawomu chikinsa wasu matan su tsaya matan turawa suzo Nigeria suna daukan mazajen sukuma su zauna agida
752,0,0,0,0,2,"Gaskiya basu kyauta ba, shugaba ai shugaba ne,, kuma koma dai suna Ganin yayi ba daidai ba sai su dubi girmansa"
753,3,1,1,1,1,Gaskiya be kyauta ba wannan ai cin mutumcie amarya ne
754,0,0,0,0,2,Gaskiya chi yayi sa'ar matachi ba kamar souley man ba . dan ko ni na samu irin wannan zan karba hani bibiyo na bar masu Jan aji suta Jan abunsu
